SKU;Nome do Produto;Link Gigil (Mercado Livre);Link Lumiss (Mercado Livre)
20900100134;Coturno Feminino Tratorado Com Bolsinha Na Lateral Branco;;
20900112134;Coturno Feminino Tratorado Com Bolsinha Na Lateral Off White;;
20900117234;Coturno Feminino Tratorado Com Bolsinha Na Lateral Preto Verniz;;
21800100934;Coturno Feminino Tratorado Salto Baixo Cano Curto Confortável Preto;;
21800112134;Coturno Feminino Tratorado Salto Baixo Cano Curto Confortável Off White;;
21800419534;Coturno Feminino Tratorado Lapela e Cadarço Com Strass Tendência;;
21800619534;Coturno Feminino Tratorado Cano Longo Com Strass No Cadarço;;
21800919534;Coturno Feminino Tratorado Cano Curto Com Strass Brilhante Moda;;
21801000934;Coturno Feminino Preto Cano Curto Solado Tratorado Zíper Confortável;;
22400119534;Bota Feminina Chelsea Boot Com Elástico Bico Fino Cano Médio Preta;;
22400119734;Bota Feminina Chelsea Boot Com Elástico Bico Fino Cano Médio Off White;;
22700119734;Bota Feminina Inverno Off White Cano Médio Bico Fino Salto Fino Strass;;
22700150134;Bota Feminina Inverno Preta Cano Médio Bico Fino Salto Fino Strass;;
22800338328;Sandália Salto Anabela Dourada Plataforma Menina Infantil;;
22800350128;Sandália Salto Anabela Preta Plataforma Menina Infantil;;
22800828728;Sandália Anabela Infantil Bronze Tiras Triplas De Strass;;
22800838328;Sandália Anabela Infantil Dourada Tiras Triplas De Strass;;
22800850128;Sandália Anabela Infantil Preta Tiras Triplas De Strass;;
22900119734;Sandália Feminina Off White Tira De Laço E Salto De Strass;;
22900138334;Sandália Feminina Dourada Tira De Laço E Salto De Strass;;
22900150134;Sandália Feminina Preta Tira De Laço E Salto De Strass;;
22900219734;Sandália Feminina Off White Tiras Triplas Salto Alto De Strass;;
22900238334;Sandália Feminina Dourada Tiras Triplas Salto Alto De Strass;;
22900250134;Sandália Feminina Preta Tiras Triplas Salto Alto De Strass;;
22900328734;Sandália Feminina Bronze Tira Com Fivela Salto Alto De Strass;;
22900338334;Sandália Feminina Dourada Tira Com Fivela Salto Alto De Strass;;
22900350134;Sandália Feminina Preta Tira Com Fivela Salto Alto De Strass;;
23100238334;Sandália Rasteira Feminina Dourada Tiras Com Spikes E Fivela;;
23100250134;Sandália Rasteira Feminina Preta Tiras Com Spikes E Fivela;;
23100328634;Sandália Feminina Rasteira Prata Tira Adornada De Strass;;
23100328734;Sandália Feminina Rasteira Bronze Tira Adornada De Strass;;
23100338334;Sandália Feminina Rasteira Dourada Tira Adornada De Strass;;
23100350134;Sandália Feminina Rasteira Preta Tira Adornada De Strass;;
23100628634;Sandália Rasteira Feminina Prata Tiras Cruzadas De Strass;;
23100628734;Sandália Rasteira Feminina Bronze Tiras Cruzadas De Strass;;
23100638334;Sandália Rasteira Feminina Dourada Tiras Cruzadas De Strass;;
23100650134;Sandália Rasteira Feminina Preta Tiras Cruzadas De Strass;;
23100819534;Sandália Feminina Lesma Rasteira Com Tira No Tornozelo;;
23100819734;Sandália Feminina Lesma Rasteira Com Tira No Tornozelo;;
23100838334;Sandália Feminina Lesma Rasteira Com Tira No Tornozelo;;
23300100934;Sandália Feminina Anabela Salto Cortiça Tiras Simples;;
23300119734;Sandália Feminina Anabela Salto Cortiça Tiras Sim simples;;
23300146834;Sandália Feminina Anabela Salto Cortiça Tiras Simples;;
23300200934;Sandália Feminina Preta Estilo Anabela Tira De Laço23300219734Sandália Feminina Off White Estilo Anabela Tira De Laço;;
23300238334;Sandália Feminina Dourada Estilo Anabela Tira De Laço;;
23300300934;Sandália Feminina Com Salto Anabela E Bico Amendoado;;
23300319734;Sandália Feminina Com Salto Anabela E Bico Amendoado;;
23300319834;Sandália Feminina Com Salto Anabela E Bico Amendoado;;
23300400934;Sandália Feminina Salto Anabela Tira Laço No Tornozelo;;
23300419734;Sandália Feminina Salto Anabela Tira Laço No Tornozelo;;
23300446934;Sandália Feminina Salto Anabela Tira Laço No Tornozelo;;
23300500934;Sandália Feminina Preta Salto Anabela Tira De Strass23300519734Sandália Feminina Off White Salto Anabela Tira De Strass;;
23300600934;Sandália Anabela Com Detalhe Em Palha E Tira De Strass;;
23300604134;Sandália Anabela Com Detalhe Em Palha E Tira De Strass;;
23300619734;Sandália Anabela Com Detalhe Em Palha E Tira De Strass;;
23300769034;Sandália Feminina Preta Anabela Fechada Estilo Palha;;
23300769134;Sandália Feminina Caramelo Anabela Fechada Estilo Palha;;
23300769234;Sandália Feminina Vermelha Anabela Fechada Estilo Palha;;
23300769334;Sandália Feminina Bege Anabela Fechada Estilo Palha;;
23300813234;Sandália Feminina Preta Anabela Casual Traseira Fechada;;
23300819134;Sandália Feminina Anabela Casual Traseira Fechada23300919734Sandália Anabela Tiras Com Tachas e Fivela Dourada;;
23300919734;Sandália Anabela Tiras Com Tachas e Fivela Dourada;;
23700100934;Bota Over Preta Camurça Stretch Bico Fino Salto Alto Vazado Cromado;;
23900512134;Tênis Off White Feminino Street Urbano Cano Baixo Sola Alta Detalhes Rosa;;
24700100934;Sandália Feminina Preta Anabela Com Tachas Salto Plataforma Madeira;;
24700101934;Sandália Feminina Caramelo Anabela Com Tachas Salto Plataforma Madeira;;
25700128634;Rasteira Feminina Prata Slide Tira Unica Larga Bico Quadrado;;
25700138334;Rasteira Feminina Dourada Slide Tira Larga Bico Quadrado;;
25700172634;Rasteira Feminina Slide Bege Tira Larga Bico Quadrado;;
25700172734;Rasteira Feminina Preta Slide Tira Unica Larga Bico Quadrado;;
25700270934;Rasteirinha Caramelo Flat De Dedo Laço Metalizado Plana Bico Quadrado;;
25700271134;Rasteirinha Marrom Flat De Dedo Laço Metalizado Plana Bico Quadrado;;
25700274634;Rasteirinha Off White Flat De Dedo Laço Metalizado Plana Bico Quadrado;;
25700370934;Rasteira Gladiadora Caramelo Tiras Finas Com Tachas Metalizado Dourado;;
25700371034;Rasteira Gladiadora Preta Tiras Finas Com Tachas Metalizado Dourado;;
25700374634;Rasteira Gladiadora Off White Tiras Finas Com Tachas Metalizado Dourado;;
25700438334;Rasteirinha Dourada Flat De Dedo Tiras Strass Plana Bico Quadrado;;
25700470934;Rasteirinha Caramelo Flat De Dedo Tiras Strass Plana Bico Quadrado;;
25700471034;Rasteirinha Preta Flat De Dedo Tiras Strass Plana Bico Quadrado;;
25700474634;Rasteirinha Off White Flat De Dedo Tiras Strass Plana Bico Quadrado;;
25700671034;Rasteirinha Slingback Flat Preta Pedrarias Brilho Bico Quadrado;;
25700674634;Rasteirinha Slingback Off White Flat Pedrarias Brilho Bico Quadrado;;
25700770934;Sandália Feminina Rasteira Pedrarias Metalizado Tira No Tornozelo Caramelo;;
25700771034;Sandália Feminina Rasteira Pedrarias Metalizado Tira No Tornozelo Preta;;
30000517528;Sapatilha Feminina Infantil Preta Tiras Duplas Com Fivela;;
30000542328;Sapatilha Menina Infantil Vermelha Tiras Duplas Com Fivela;;
30000713128;Sapatilha Menina Infantil Branca Laço Com Strass Bico Redondo;;
30000717528;Sapatilha Menina Infantil Preta Laço Com Strass Bico Redondo;;
30000738328;Sapatilha Menina Infantil Dourada Laço Com Strass Bico Redondo;;
30000768028;Sapatilha Menina Infantil Rose Laço Com Strass Bico Redondo;;
30000819728;Sapatilha Menina Infantil Off White Biqueira Verniz e Laço;;
30000820128;Sapatilha Menina Infantil Rosa Biqueira Verniz e Laço;;
30000838328;Sapatilha Menina Infantil Dourada Biqueira Verniz e Laço;;
30000850128;Sapatilha Menina Infantil Preta Biqueira Verniz e Laço;;
31000128628;Sapatilha Menina Infantil Prata Tira No Tornozelo Bico Fino;;
31000138328;Sapatilha Menina Infantil Dourada Tira No Tornozelo Bico Fino;;
31000150128;Sapatilha Menina Infantil Preta Tira No Tornozelo Bico Fino;;
31000217528;Sapatilha Infantil Menina Estilo Boneca Bico Fino Preta;;
31000238328;Sapatilha Infantil Menina Estilo Boneca Bico Fino Dourada;;
31000242328;Sapatilha Infantil Menina Estilo Boneca Bico Fino Vermelha;;
31000268028;Sapatilha Infantil Menina Estilo Boneca Bico Fino Rose;;
31000420128;Sapatilha Rosa Menina Infantil Bico Fino E Laço De Strass;;
31000438328;Sapatilha Dourada Menina Infantil Bico Fino E Laço De Strass;;
31000450128;Sapatilha Preta Menina Infantil Bico Fino E Laço De Strass;;
31000519728;Sapatilha Infantil Off White Bico Fino E Tachas Cromadas;;
31000550128;Sapatilha Infantil Preta Bico Fino E Tachas Cromadas31000617528Sapatilha Menina Infantil Preta Slingback Laço Delicado;;
31000638328;Sapatilha Menina Infantil Dourada Slingback Laço Delicado;;
31000668028;Sapatilha Menina Infantil Rose Slingback Laço Delicado;;
32000238320;Sapatilha Infantil Dourado Menina Bico Redondo Tira De Strass;;
32000267120;Sapatilha Infantil Prata Menina Bico Redondo Tira De Strass;;
32000269420;Sapatilha Infantil Rose Menina Bico Redondo Tira De Strass;;
32000419520;Sapatilha Infantil Preta Estilo Boneca Tachas Brilhantes;;
32000419720;Sapatilha Infantil Off White Estilo Boneca Tachas Brilhantes;;
32000438320;Sapatilha Infantil Dourada Estilo Boneca Tachas Brilhantes;;
32000767820;Sapatilha Infantil Preta Estilo Boneca Spikes E Tira Ajustável;;
32000768220;Sapatilha Infantil Prata Estilo Boneca Spikes E Tira Ajustável;;
32000768320;Sapatilha Infantil Rose Estilo Boneca Spikes E Tira Ajustável;;
32000917520;Sapatilha Preta Infantil Menina Estilo Boneca Tira Com Laço;;
32000923120;Sapatilha Off White Infantil Menina Estilo Boneca Tira Com Laço;;
32000938320;Sapatilha Dourada Infantil Menina Estilo Boneca Tira Com Laço;;
32000942320;Sapatilha Vermelha Infantil Menina Estilo Boneca Tira Com Laço;;
32001019720;Sapatilha Off White Menina Infantil Biqueira E Laço Fashion;;
32001020120;Sapatilha Rosa Menina Infantil Biqueira E Laço Fashion;;
32001038320;Sapatilha Dourada Menina Infantil Biqueira E Laço Fashion;;
32001050120;Sapatilha Preta Menina Infantil Biqueira E Laço Fashion;;
6419919528;Rasteirinha Sandália Feminina Infantil Strass Brilhante Fivela Preto;;
6419919628;Rasteirinha Sandália Feminina Infantil Strass Brilhante Fivela Branco;;
6419920128;Rasteirinha Sandália Feminina Infantil Strass Brilhante Fivela Nude;;
6420019528;Rasteirinha Feminina Sandália Infantil Peep Toe Com Ziper Spikes Preto;;
6420317528;Rasteirinha Feminina Sandália Infantil Bico Quadrado Pérola;;
6420323128;Rasteirinha Feminina Sandália Infantil Bico Quadrado Pérola Off White;;
6420323428;Rasteirinha Feminina Sandália Infantil Bico Quadrado Pérola Rosa Shock;;
6420328728;Rasteirinha Feminina Sandália Infantil Bico Quadrado Pérola Cobre;;
6421023428;Rasteirinha Feminina Sandália Infantil Corrente Verniz Rosa;;
6421024528;Rasteirinha Feminina Sandália Infantil Corrente Verniz Verde;;
6421617528;Rasteirinha Sandália Feminina Infantil Verniz Tiras De Strass;;
6421620328;Rasteirinha Sandália Feminina Infantil Verniz Tiras De Strass;;
6421628128;Rasteirinha Sandália Feminina Infantil Verniz Tiras De Strass;;
6421628628;Rasteirinha Sandália Feminina Infantil Verniz Tiras De Strass;;
6422219728;Rasteira Infantil Off White Bico Quadrado Laço De Strass;;
6422238328;Rasteira Infantil Dourada Bico Quadrado Laço De Strass;;
6422250128;Rasteira Infantil Preta Bico Quadrado Laço De Strass6422319528Rasteirinha Infantil Preta Tiras Cruzadas De Strass6422319728Rasteirinha Infantil Off White Tiras Cruzadas De Strass;;
6422320128;Rasteirinha Infantil Rosa Tiras Cruzadas De Strass6710619728Sandália Anabela Infantil Off White Tiras Em Nó Com Strass;;
6805103328;Sandália salto infantil tiras laço Ouro Light6805104128Sandália salto infantil tiras laço6808633728Sandália Feminina Infantil Salto Tira Brilhante Bico Quadrado;;
6808637528;Sandália Feminina Infantil Salto Tira Brilhante Bico Quadrado;;
6808733628;Sandália Feminina Salto Infantil Verniz Laço Brilhante Strass;;
6808733728;Sandália Feminina Salto Infantil Verniz Laço Brilhante Strass;;
6808737628;Sandália Feminina Salto Infantil Verniz Laço Brilhante Strass;;
6808817228;Sandália Feminina Infantil Saltinho Baixo Com Strass Confort Preto;;
6808818128;Sandália Feminina Infantil Saltinho Baixo Com Strass Confort Rosa;;
6808828728;Sandália Feminina Infantil Saltinho Baixo Com Strass Confort Cobre;;
6808919728;Sandália Feminina Infantil De Tiras Saltinho Baixo Pérolas Off White;;
6808920328;Sandália Feminina Infantil De Tiras Saltinho Baixo Pérolas 68.89 Rosa;;
6808935128;Sandália Feminina Infantil De Tiras Saltinho Baixo Pérolas Colorido;;
6809017228;Sandália Infantil Feminina Saltinho Baixo De Verniz Laço Strass 68.90 Preto;;
6809334528;Sandália Feminina Infantil De Vinil Saltinho Baixo Verniz Preto;;
6809334728;Sandália Feminina Infantil De Vinil Saltinho Baixo Verniz Rosa;;
6809337028;Sandália Feminina Infantil De Vinil Saltinho Baixo Verniz Branco;;
6810019528;Sandália Feminina Salto Infantil Tiras Strass Detalhe Pérolas;;
6810038328;Sandália Feminina Salto Infantil Tiras Strass Detalhe Pérolas;;
6810117528;Sandália Feminina Infantil Tiras Com Strass Salto Curto Bloco;;
6810128628;Sandália Feminina Infantil Tiras Com Strass Salto Curto Bloco;;
6810138328;Sandália Feminina Infantil Tiras Com Strass Salto Curto Bloco;;
6810417528;Sandália Feminina Salto Infantil Laço De Strass Brilhante;;
6810438328;Sandália Feminina Salto Infantil Laço De Strass Brilhante;;
6810517528;Sandália Feminina Salto Infantil Verniz Tiras Strass Nó Brilho;;
6810528728;Sandália Feminina Salto Infantil Verniz Tiras Strass Nó Brilho;;
6810717528;Sandália Infantil Preta Salto Baixo Tira Laço de Strass6810738328Sandália Infantil Dourada Salo Baixo Tira Laço de Strass;;
6810768028;Sandália Infantil Rosa Salto Baixo Tira Laço de Strass6810819728Sandália Infantil Off White Salto Bloco De Strass Tira Laço;;
6810838328;Sandália Infantil Dourado Salto Bloco De Strass Tira Laço;;
6810869528;Sandália Infantil Preto Salto Bloco De Strass Tira Laço;;
6811119528;Sandália Infantil Preto Tiras De Strass Salto Confortável;;
6811128728;Sandália Infantil Cobre Tiras De Strass Salto Confortável;;
6811138328;Sandália Infantil Dourada Tiras De Strass Salto Confortável;;
7800117528;Sandália Tratorada Feminina Infantil Papete Verniz Bico Quadrado;;
7800140128;Sandália Tratorada Feminina Infantil Papete Verniz Bico Quadrado;;
7800619528;Sandália Feminina Infantil Tratatorada Papete Com Spikes;;
7800619728;Sandália Feminina Infantil Tratatorada Papete Com Spikes;;
7800819528;Sandália Feminina Infantil Tratorada Papete Tiras Com Joias;;
7800819728;Sandália Feminina Infantil Tratorada Papete Tiras Com Joias;;
7801019528;Sandália Feminina Tratorada Infantil Papete Tiras De Strass;;
7801019728;Sandália Feminina Tratorada Infantil Papete Tiras De Strass;;
7801319728;Sandália Infantil Off White Salto Tratorado Tira De Strass;;
7801369528;Sandália Infantil Preta Salto Tratorado Tira De Strass7801619728Sandália Infantil Off White Salto Tratorado Tiras Cruzadas;;
7801669528;Sandália Infantil Preta Salto Tratorado Tiras Cruzadas8800450128Rasteirinha Fashion Preta Infantil Tiras Duplas De Strass;;
8800467128;Rasteirinha Fashion Infantil Prata Tiras Duplas De Strass;;
8800469428;Rasteirinha Fashion Infantil Rose Tiras Duplas De Strass;;
8800528728;Sandália Rasteira Bronze Fashion Infantil Laço De Strass;;
8800538328;Sandália Rasteira Dourada Fashion Infantil Laço De Strass;;
8800550128;Sandália Rasteira Preta Fashion Infantil Laço De Strass;;
90000100900;Bolsa Feminina Preta Domidona Mini Bag Pequena com Corrente Dourada;;
90000112100;Bolsa Feminina Off White Domidona Mini Bag Pequena com Corrente Dourada;;
90000200900;Bolsa Tote Bag Feminina Preta Domidona Grande Alça Dupla Detalhes Dourados;;
90000201900;Bolsa Tote Bag Feminina Caramelo Domidona Grande Alça Dupla Detalhes Dourados;;
90000300900;Bolsa Tiracolo Feminina Preta Domidona Média Retrô Chic Alça Ajustável;;
90000371100;Bolsa Tiracolo Feminina Marrom Domidona Média Retrô Chic Alça Ajustável;;
90000400900;Bolsa Feminina Preta Domidona Tiracolo Metalizada Corrente Alça Ajustável;;
90000401300;Bolsa Feminina Dourada Domidona Tiracolo Metalizada Corrente Alça Ajustável;;
90000500900;Mochila Feminina Domidona Preta Minimalista Grande Alças ajustáveis;;
90000501900;Mochila Feminina Domidona Caramelo Minimalista Grande Alças ajustáveis;;
90000600900;Bolsa Feminina Preta Domidona Hobo Média Detalhe Corrente Metalizada;;
90000828600;Bolsa Nécessaire Prata Brilho Metalizado Feminina Média Viagem Moderna;;
90000838300;Bolsa Nécessaire Dourada Brilho Metalizado Feminina Média Viagem Glamour;;
90000872600;Bolsa Nécessaire Bege Trama Natural Feminina Média Viagem Toque Artesanal;;
90000872700;Bolsa Nécessaire Preta Trama Natural Feminina Média Viagem Toque Artesanal;;
9915417528;Bota Feminina Infantil Cano Alto Montaria Tratorada Verniz Moda Preta;;
9915465728;Bota Feminina Infantil Cano Alto Montaria Tratorada Verniz Moda Rosa;;
9915600928;Bota Feminina Infantil Cano Alto Montaria tratorada Com Ziper Da Moda;;
uniformeddcs-eg;Camiseta Camisa Casual Unissex Domidona Azuluniformemfbl-egCamiseta Camisa Casual Unissex Menina Fashion Babylook Rosa;;
uniformemfcs-eg;Camiseta Camisa Casual Unissex Menina Fashion Rosa;;
